Date,M1SL,M1V,UMCSENT,UNRATE,Market Value,Estimate,Sigma,Recommended Percent Stock
2013-12-12,2676.20,6.41,82.04,6.66,73.5156,69.33,-1.0422,0.2174
2013-12-19,2683.90,6.36,81.75,6.64,74.8513,69.19,-1.4102,0.0817
2013-12-26,2691.60,6.31,81.45,6.62,76.1954,69.05,-1.7803,-0.0547
2014-01-02,2699.15,6.27,81.21,6.60,75.8819,68.97,-1.7228,-0.0335
2014-01-09,2705.79,6.27,81.30,6.63,76.1954,69.23,-1.7354,-0.0382
2014-01-16,2712.43,6.27,81.39,6.65,76.3118,69.50,-1.6988,-0.0247
2014-01-23,2719.06,6.27,81.48,6.67,75.2639,69.76,-1.3719,0.0958
2014-01-30,2725.70,6.27,81.57,6.69,74.0547,70.02,-1.0049,0.2312
2014-02-06,2732.62,6.27,81.31,6.70,73.0426,70.26,-0.6946,0.3455
2014-02-13,2739.64,6.27,80.91,6.70,74.9683,70.48,-1.1197,0.1888
2014-02-20,2746.67,6.27,80.51,6.70,75.5057,70.70,-1.1988,0.1597
2014-02-27,2753.69,6.27,80.11,6.70,76.0342,70.92,-1.2756,0.1314
2014-03-06,2759.43,6.26,80.66,6.64,77.109,71.30,-1.4485,0.0676
2014-03-13,2764.64,6.25,81.59,6.55,76.1148,71.74,-1.0897,0.1999
2014-03-20,2769.86,6.24,82.51,6.45,77.3777,72.19,-1.2936,0.1247
2014-03-27,2775.07,6.23,83.44,6.36,77.1977,72.63,-1.1377,0.1822
2014-04-03,2779.91,6.22,83.95,6.30,78.8818,72.97,-1.4737,0.0583
2014-04-10,2783.81,6.22,83.44,6.30,77.1527,73.03,-1.0265,0.2232
2014-04-17,2787.71,6.22,82.93,6.30,78.4945,73.10,-1.3449,0.1058
2014-04-24,2791.60,6.22,82.41,6.30,78.8728,73.16,-1.4230,0.0770
2014-05-01,2795.50,6.22,81.90,6.30,79.0799,73.23,-1.4585,0.0639
2014-05-08,2803.25,6.22,82.04,6.25,78.8998,73.66,-1.3060,0.1201
2014-05-15,2810.99,6.22,82.17,6.21,78.6296,74.09,-1.1310,0.1847
2014-05-22,2818.74,6.22,82.31,6.16,79.1069,74.52,-1.1424,0.1805
2014-05-29,2826.48,6.22,82.44,6.12,79.9625,74.96,-1.2480,0.1415
2014-06-05,2831.01,6.22,82.41,6.11,80.8495,75.19,-1.4101,0.0818
2014-06-12,2833.14,6.23,82.24,6.14,80.5659,75.28,-1.3167,0.1162
2014-06-19,2835.26,6.24,82.08,6.16,82.0248,75.37,-1.6578,-0.0096
2014-06-26,2837.38,6.25,81.92,6.18,81.7733,75.47,-1.5725,0.0219
2014-07-03,2836.53,6.25,81.85,6.20,82.5879,75.44,-1.7823,-0.0555
2014-07-10,2828.25,6.25,82.00,6.20,81.9634,75.12,-1.7069,-0.0277
2014-07-17,2819.96,6.25,82.16,6.20,81.8819,74.79,-1.7668,-0.0498
2014-07-24,2811.67,6.25,82.32,6.20,82.8867,74.47,-2.0975,-0.1717
2014-07-31,2803.38,6.25,82.48,6.20,80.5423,74.15,-1.5934,0.0142
2014-08-07,2813.64,6.25,82.91,6.14,79.619,74.77,-1.2091,0.1558
2014-08-14,2826.98,6.25,83.38,6.07,81.4565,75.54,-1.4740,0.0582
2014-08-21,2840.33,6.25,83.85,6.01,82.9048,76.32,-1.6419,-0.0037
2014-08-28,2853.67,6.25,84.33,5.94,83.1492,77.09,-1.5097,0.0450
2014-09-04,2861.87,6.24,84.83,5.88,83.3211,77.55,-1.4394,0.0710
2014-09-11,2863.20,6.22,85.37,5.83,83.1129,77.57,-1.3809,0.0925
2014-09-18,2864.53,6.20,85.90,5.79,83.7647,77.60,-1.5368,0.0350
2014-09-25,2865.86,6.18,86.44,5.74,81.918,77.63,-1.0699,0.2072
2014-10-02,2867.60,6.16,86.96,5.70,80.9805,77.68,-0.8226,0.2984
2014-10-09,2871.77,6.16,87.39,5.73,80.1795,77.91,-0.5668,0.3927
2014-10-16,2875.95,6.16,87.82,5.75,78.6686,78.13,-0.1340,0.5523
2014-10-23,2880.13,6.16,88.25,5.77,80.853,78.36,-0.6224,0.3722
2014-10-30,2884.31,6.16,88.68,5.79,84.4301,78.58,-1.4579,0.0641
2014-11-06,2894.60,6.16,89.60,5.77,84.2208,79.25,-1.2399,0.1445
2014-11-13,2907.34,6.16,90.72,5.72,84.4301,80.09,-1.0823,0.2026
2014-11-20,2920.08,6.16,91.84,5.67,85.2129,80.93,-1.0676,0.2080
2014-11-27,2932.82,6.16,92.96,5.63,85.8045,81.77,-1.0053,0.2310
2014-12-04,2940.49,6.14,94.04,5.61,85.8773,82.21,-0.9132,0.2650
2014-12-11,2941.39,6.11,95.05,5.63,84.3664,82.12,-0.5588,0.3956
2014-12-18,2942.29,6.08,96.07,5.65,85.6043,82.04,-0.8896,0.2736
2014-12-25,2943.20,6.05,97.08,5.68,86.7955,81.95,-1.2088,0.1560
2015-01-01,2944.10,6.02,98.10,5.70,85.8615,81.86,-0.9983,0.2336
2015-01-08,2958.51,6.02,97.49,5.65,85.596,82.43,-0.7904,0.3102
2015-01-15,2972.91,6.02,96.88,5.61,82.3637,82.99,0.1571,0.6596
2015-01-22,2987.32,6.02,96.27,5.56,85.1839,83.56,-0.4042,0.4526
2015-01-29,3001.73,6.02,95.66,5.52,83.1145,84.13,0.2533,0.6951
2015-02-05,3007.03,6.02,95.06,5.50,85.3029,84.27,-0.2576,0.5067
2015-02-12,3005.50,6.02,94.46,5.50,86.4017,84.09,-0.5772,0.3889
2015-02-19,3003.98,6.02,93.86,5.50,86.4384,83.90,-0.6321,0.3686
2015-02-26,3002.45,6.02,93.26,5.50,86.7314,83.72,-0.7508,0.3248
2015-03-05,3001.93,6.03,93.37,5.49,86.2278,83.80,-0.6056,0.3784
2015-03-12,3002.15,6.04,94.03,5.46,85.0191,84.07,-0.2357,0.5148
2015-03-19,3002.38,6.05,94.68,5.44,85.4952,84.35,-0.2857,0.4963
2015-03-26,3002.61,6.06,95.34,5.42,84.5562,84.62,0.0171,0.6080
2015-04-02,3002.26,6.07,95.73,5.40,85.2746,84.80,-0.1188,0.5579
2015-04-09,2998.48,6.07,94.51,5.43,86.2693,84.36,-0.4762,0.4261
2015-04-16,2994.70,6.07,93.30,5.45,87.1718,83.92,-0.8107,0.3027
2015-04-23,2990.92,6.07,92.09,5.47,87.1258,83.48,-0.9088,0.2666
2015-04-30,2987.14,6.07,90.87,5.50,86.4719,83.04,-0.8553,0.2863
2015-05-07,2993.06,6.07,91.75,5.46,86.5548,83.52,-0.7555,0.3231
2015-05-14,3000.61,6.07,92.96,5.42,87.66,84.16,-0.8722,0.2801
2015-05-21,3008.15,6.07,94.18,5.37,88.2678,84.80,-0.8649,0.2828
2015-05-28,3015.69,6.07,95.40,5.33,87.5771,85.44,-0.5339,0.4048
2015-06-04,3021.43,6.06,95.80,5.29,86.6837,85.79,-0.2225,0.5196
2015-06-11,3024.77,6.06,95.10,5.27,87.5679,85.77,-0.4478,0.4366
2015-06-18,3028.10,6.05,94.40,5.24,87.7981,85.75,-0.5101,0.4136
2015-06-25,3031.44,6.04,93.70,5.22,86.7929,85.73,-0.2644,0.5042
2015-07-02,3034.09,6.04,93.06,5.20,85.8486,85.70,-0.0360,0.5884
2015-07-09,3032.65,6.04,92.79,5.17,84.858,85.63,0.1916,0.6723
2015-07-16,3031.20,6.04,92.52,5.15,87.3576,85.55,-0.4508,0.4355
2015-07-23,3029.76,6.04,92.25,5.13,85.8671,85.47,-0.0986,0.5653
2015-07-30,3028.31,6.04,91.98,5.11,86.0615,85.39,-0.1664,0.5403
2015-08-06,3030.42,6.04,91.14,5.08,85.182,85.36,0.0434,0.6177
2015-08-13,3033.94,6.04,90.08,5.06,85.1264,85.33,0.0518,0.6208
2015-08-20,3037.46,6.04,89.02,5.04,83.0897,85.31,0.5540,0.8059
2015-08-27,3040.98,6.04,87.96,5.02,80.8678,85.29,1.1024,1.0081
2015-09-03,3041.72,6.04,87.39,5.00,79.581,85.20,1.4018,1.1185
2015-09-10,3035.49,6.02,88.04,5.00,79.4236,84.96,1.3798,1.1104
2015-09-17,3029.26,6.01,88.69,5.00,80.7752,84.71,0.9817,0.9636
2015-09-24,3023.03,6.00,89.35,5.00,78.2849,84.47,1.5412,1.1699
2015-10-01,3016.80,5.99,90.00,5.00,78.3117,84.22,1.4733,1.1449
2015-10-08,3031.21,5.99,90.29,5.00,82.5697,84.89,0.5794,0.8153
2015-10-15,3045.61,5.99,90.59,5.00,82.7281,85.57,0.7074,0.8625
2015-10-22,3060.02,5.99,90.88,5.00,83.8462,86.24,0.5961,0.8215
2015-10-29,3074.43,5.99,91.17,5.00,84.4518,86.91,0.6127,0.8275
2015-11-05,3082.45,5.99,91.47,5.00,85.0947,87.31,0.5524,0.8053
2015-11-12,3085.70,5.99,91.78,5.00,82.9517,87.51,1.1360,1.0205
2015-11-19,3088.94,5.99,92.08,5.00,84.5636,87.71,0.7835,0.8906
2015-11-26,3092.18,5.99,92.38,5.00,84.6288,87.90,0.8167,0.9028
2015-12-03,3095.12,5.98,92.56,4.99,83.1287,88.01,1.2162,1.0501
2015-12-10,3097.29,5.96,92.43,4.97,82.8958,87.87,1.2403,1.0590
2015-12-17,3099.45,5.93,92.29,4.95,82.6629,87.74,1.2645,1.0679
2015-12-24,3101.62,5.91,92.15,4.93,83.9472,87.60,0.9104,0.9373
2015-12-31,3103.79,5.88,92.02,4.90,83.0281,87.46,1.1056,1.0093
2016-01-07,3109.48,5.88,91.94,4.90,79.1923,87.66,2.1112,1.3801
2016-01-14,3115.76,5.88,91.87,4.90,78.1419,87.92,2.4364,1.5000
2016-01-21,3122.04,5.88,91.81,4.90,75.7597,88.17,3.0935,1.7422
2016-01-28,3128.31,5.88,91.74,4.90,77.0071,88.42,2.8459,1.6510
2016-02-04,3134.52,5.88,91.63,4.91,78.4701,88.65,2.5374,1.5372
2016-02-11,3140.62,5.88,91.46,4.93,75.0001,88.84,3.4489,1.8733
2016-02-18,3146.73,5.88,91.29,4.96,79.0328,89.02,2.4903,1.5198
2016-02-25,3152.84,5.88,91.12,4.98,80.1114,89.21,2.2680,1.4379
2016-03-03,3160.34,5.87,90.87,5.00,82.3716,89.38,1.7477,1.2460
2016-03-10,3171.31,5.85,90.42,5.00,82.456,89.52,1.7614,1.2511
2016-03-17,3182.28,5.82,89.97,5.00,84.538,89.66,1.2771,1.0725
2016-03-24,3193.26,5.80,89.52,5.00,84.107,89.80,1.4193,1.1249
2016-03-31,3204.23,5.77,89.06,5.00,84.8524,89.94,1.2682,1.0692
2016-04-07,3212.88,5.77,90.14,4.94,83.7107,90.59,1.7139,1.2336
2016-04-14,3221.14,5.77,91.47,4.87,86.013,91.32,1.3222,1.0891
2016-04-21,3229.40,5.77,92.80,4.80,86.7772,92.05,1.3138,1.0861
2016-04-28,3237.66,5.77,94.13,4.73,87.2018,92.78,1.3902,1.1142
2016-05-05,3242.04,5.77,94.55,4.73,85.5695,93.05,1.8657,1.2896
2016-05-12,3243.51,5.77,94.27,4.77,86.0884,92.99,1.7200,1.2358
2016-05-19,3244.97,5.77,94.00,4.82,85.1449,92.92,1.9387,1.3165
2016-05-26,3246.44,5.77,93.73,4.86,87.098,92.86,1.4354,1.1309
2016-06-02,3247.55,5.77,93.38,4.90,87.8057,92.75,1.2324,1.0561
2016-06-09,3246.53,5.75,92.57,4.90,88.4473,92.40,0.9853,0.9650
2016-06-16,3245.50,5.74,91.75,4.90,86.8621,92.05,1.2933,1.0785
2016-06-23,3244.47,5.72,90.93,4.90,88.8356,91.70,0.7142,0.8650
2016-06-30,3243.45,5.71,90.12,4.90,88.1618,91.35,0.7950,0.8948
2016-07-07,3257.64,5.70,89.96,4.90,87.6494,91.90,1.0607,0.9927
2016-07-14,3274.37,5.70,89.92,4.90,90.7811,92.61,0.4555,0.7696
2016-07-21,3291.11,5.70,89.87,4.90,90.5343,93.31,0.6926,0.8570
2016-07-28,3307.84,5.70,89.83,4.90,90.4299,94.02,0.8941,0.9313
2016-08-04,3318.56,5.70,89.94,4.91,89.9365,94.48,1.1324,1.0192
2016-08-11,3321.27,5.70,90.25,4.93,91.0942,94.62,0.8788,0.9257
2016-08-18,3323.98,5.70,90.57,4.95,91.5592,94.76,0.7979,0.8958
2016-08-25,3326.69,5.70,90.88,4.98,90.9139,94.90,0.9937,0.9680
2016-09-01,3329.40,5.70,91.20,5.00,90.9424,95.04,1.0216,0.9783
2016-09-08,3331.06,5.70,90.27,4.98,91.6826,94.91,0.8045,0.8983
2016-09-15,3332.71,5.69,89.33,4.95,89.6802,94.78,1.2711,1.0703
2016-09-22,3334.37,5.69,88.40,4.93,90.7621,94.65,0.9689,0.9589
2016-09-29,3336.03,5.68,87.47,4.91,89.8538,94.52,1.1627,1.0304
2016-10-06,3338.56,5.68,88.26,4.85,90.589,94.86,1.0645,0.9942
2016-10-13,3341.45,5.68,89.75,4.78,89.3477,95.39,1.5060,1.1569
2016-10-20,3344.35,5.68,91.25,4.72,89.7774,95.92,1.5310,1.1661
2016-10-27,3347.24,5.68,92.74,4.65,89.6055,96.45,1.7060,1.2307
2016-11-03,3348.79,5.68,94.09,4.61,88.0968,96.85,2.1826,1.4064
2016-11-10,3346.99,5.68,95.12,4.63,92.7088,96.94,1.0548,0.9905
2016-11-17,3345.19,5.68,96.15,4.65,93.6446,97.03,0.8433,0.9126
2016-11-24,3343.40,5.68,97.17,4.68,94.6568,97.11,0.6127,0.8276
2016-12-01,3341.60,5.68,98.20,4.70,95.2106,97.20,0.4965,0.7847
2016-12-08,3354.27,5.66,98.27,4.72,97.6933,97.59,-0.0266,0.5918
2016-12-15,3366.94,5.65,98.34,4.75,98.1134,97.97,-0.0356,0.5885
2016-12-22,3379.60,5.64,98.40,4.77,98.1514,98.35,0.0507,0.6204
2016-12-29,3392.27,5.62,98.47,4.79,97.5365,98.74,0.2998,0.7122
2017-01-05,3397.09,5.62,98.22,4.79,98.3915,98.84,0.1126,0.6432
2017-01-12,3396.03,5.62,97.72,4.76,98.0169,98.74,0.1796,0.6679
2017-01-19,3394.97,5.62,97.22,4.74,97.3828,98.63,0.3113,0.7164
2017-01-26,3393.91,5.62,96.73,4.72,98.843,98.53,-0.0790,0.5725
2017-02-02,3394.81,5.62,96.32,4.69,97.8151,98.53,0.1779,0.6672
2017-02-09,3407.51,5.62,96.47,4.64,99.0352,99.18,0.0367,0.6152
2017-02-16,3420.21,5.62,96.62,4.59,100.9373,99.84,-0.2744,0.5005
2017-02-23,3432.91,5.62,96.77,4.54,101.8115,100.49,-0.3294,0.4802
2017-03-02,3443.79,5.62,96.90,4.50,102.5512,101.04,-0.3773,0.4626
2017-03-09,3443.72,5.60,96.93,4.47,101.4561,100.95,-0.1268,0.5549
2017-03-16,3443.65,5.59,96.95,4.45,101.9364,100.86,-0.2690,0.5025
2017-03-23,3443.59,5.57,96.97,4.43,99.8325,100.77,0.2330,0.6876
2017-03-30,3443.52,5.56,96.99,4.41,100.891,100.68,-0.0534,0.5820
2017-04-06,3453.40,5.56,97.02,4.38,100.2825,101.10,0.2047,0.6771
2017-04-13,3467.26,5.56,97.04,4.36,98.882,101.74,0.7119,0.8641
2017-04-20,3481.12,5.56,97.06,4.34,99.7802,102.37,0.6460,0.8398
2017-04-27,3494.98,5.56,97.09,4.31,100.8137,103.01,0.5464,0.8031
2017-05-04,3503.00,5.56,96.90,4.30,100.408,103.33,0.7289,0.8704
2017-05-11,3503.22,5.56,96.42,4.30,100.3791,103.25,0.7151,0.8653
2017-05-18,3503.45,5.56,95.95,4.30,98.7275,103.16,1.1059,1.0094
2017-05-25,3503.67,5.56,95.47,4.30,100.4274,103.08,0.6612,0.8455
2017-06-01,3503.90,5.56,95.00,4.30,101.0262,103.00,0.4910,0.7827
2017-06-08,3510.13,5.55,94.63,4.30,100.9682,103.09,0.5289,0.7967
2017-06-15,3516.36,5.54,94.25,4.30,102.2141,103.18,0.2417,0.6908
2017-06-22,3522.59,5.53,93.88,4.30,101.4415,103.28,0.4576,0.7704
2017-06-29,3528.82,5.52,93.51,4.30,101.8109,103.37,0.3889,0.7451
2017-07-06,3535.94,5.51,93.95,4.32,101.6167,103.71,0.5210,0.7938
2017-07-13,3543.41,5.51,94.72,4.34,102.4131,104.14,0.4303,0.7603
2017-07-20,3550.89,5.51,95.48,4.36,102.9569,104.57,0.4026,0.7501
2017-07-27,3558.36,5.51,96.25,4.38,103.2774,105.00,0.4306,0.7604
2017-08-03,3563.72,5.51,96.69,4.39,103.3843,105.31,0.4811,0.7790
2017-08-10,3563.79,5.51,96.31,4.34,101.9955,105.32,0.8278,0.9069
2017-08-17,3563.85,5.51,95.92,4.30,101.2088,105.32,1.0244,0.9794
2017-08-24,3563.92,5.51,95.54,4.25,101.3836,105.32,0.9814,0.9635
2017-08-31,3563.99,5.51,95.15,4.21,102.0731,105.32,0.8100,0.9003
2017-09-07,3569.52,5.51,96.22,4.18,101.5293,105.81,1.0663,0.9948
2017-09-14,3575.96,5.51,97.53,4.16,103.6659,106.37,0.6744,0.8503
2017-09-21,3582.40,5.51,98.83,4.13,104.5303,106.94,0.5996,0.8227
2017-09-28,3588.84,5.51,100.14,4.11,105.2177,107.50,0.5690,0.8114
2017-10-05,3593.52,5.51,100.42,4.10,106.9473,107.77,0.2046,0.6771
2017-10-12,3596.89,5.51,99.92,4.10,106.3121,107.81,0.3742,0.7396
2017-10-19,3600.25,5.51,99.42,4.10,106.8105,107.86,0.2613,0.6980
2017-10-26,3603.62,5.51,98.93,4.10,107.2013,107.90,0.1751,0.6662
2017-11-02,3606.24,5.51,98.41,4.10,107.0157,107.91,0.2240,0.6843
2017-11-09,3604.42,5.51,97.81,4.10,106.5369,107.72,0.2942,0.7101
2017-11-16,3602.60,5.51,97.20,4.10,106.6639,107.52,0.2134,0.6803
2017-11-23,3600.78,5.51,96.59,4.10,107.0645,107.32,0.0643,0.6254
2017-11-30,3598.96,5.51,95.99,4.10,110.2304,107.13,-0.7741,0.3163
2017-12-07,3608.09,5.51,95.86,4.10,110.1327,107.48,-0.6621,0.3575
2017-12-14,3619.04,5.51,95.82,4.10,110.5724,107.92,-0.6614,0.3578
2017-12-21,3629.99,5.51,95.77,4.10,112.9337,108.36,-1.1397,0.1815
2017-12-28,3640.94,5.50,95.73,4.10,113.1807,108.80,-1.0909,0.1994
2018-01-04,3644.03,5.50,96.09,4.10,114.5143,109.00,-1.3749,0.0947
2018-01-11,3636.62,5.50,96.99,4.10,116.2036,108.86,-1.8303,-0.0732
2018-01-18,3629.21,5.50,97.89,4.10,116.8951,108.72,-2.0368,-0.1493
2018-01-25,3621.81,5.50,98.80,4.10,118.5943,108.59,-2.4946,-0.3181
2018-02-01,3614.40,5.50,99.70,4.10,117.5274,108.45,-2.2629,-0.2327
2018-02-08,3627.00,5.50,100.13,4.10,107.4313,109.07,0.4085,0.7523
2018-02-15,3639.60,5.50,100.55,4.10,112.667,109.69,-0.7418,0.3281
2018-02-22,3652.20,5.50,100.98,4.10,110.958,110.31,-0.1611,0.5423
2018-03-01,3664.80,5.50,101.40,4.10,109.5947,110.93,0.3335,0.7246
2018-03-08,3663.92,5.52,100.81,4.05,111.6297,111.02,-0.1530,0.5452
2018-03-15,3663.04,5.54,100.23,4.01,111.5804,111.10,-0.1200,0.5574
2018-03-22,3662.16,5.55,99.64,3.96,108.0893,111.18,0.7710,0.8859
2018-03-29,3661.28,5.57,99.05,3.92,108.6357,111.27,0.6555,0.8434
2018-04-05,3659.97,5.58,98.69,3.89,109.7187,111.26,0.3848,0.7435
2018-04-12,3658.33,5.58,98.51,3.86,109.7386,111.19,0.3630,0.7355
2018-04-19,3656.70,5.58,98.32,3.84,110.5831,111.13,0.1356,0.6516
2018-04-26,3655.07,5.58,98.13,3.82,110.0565,111.06,0.2500,0.6938
2018-05-03,3654.15,5.58,98.01,3.81,107.3342,111.00,0.9145,0.9388
2018-05-10,3655.03,5.58,98.06,3.86,110.6328,110.97,0.0851,0.6330
2018-05-17,3655.91,5.58,98.10,3.90,111.3183,110.95,-0.0929,0.5674
2018-05-24,3656.79,5.58,98.15,3.95,110.8414,110.92,0.0189,0.6086
2018-05-31,3657.67,5.58,98.19,3.99,109.4505,110.89,0.3585,0.7338
2018-06-07,3657.80,5.58,98.20,3.98,111.8449,110.92,-0.2311,0.5164
2018-06-14,3657.80,5.58,98.20,3.96,111.7754,110.96,-0.2041,0.5264
2018-06-21,3657.80,5.58,98.20,3.93,110.4241,111.00,0.1424,0.6541
2018-06-28,3657.80,5.58,98.20,3.91,110.08,111.03,0.2378,0.6893
2018-07-05,3657.80,5.58,98.20,3.90,110.7,111.05,0.0874,0.6339
2018-07-12,3657.80,5.58,98.20,3.90,112.29,111.05,-0.3090,0.4877
2018-07-19,3657.80,5.58,98.20,3.90,112.64,111.05,-0.3962,0.4556
2018-07-26,3657.80,5.58,98.20,3.90,114.17,111.05,-0.7776,0.3150
2018-08-02,3657.80,5.58,98.20,3.90,113.97,111.05,-0.7277,0.3333